frame	state	pose	file	file_sha256	rgba_sha256	width	height	pixel_mismatches
60	running	work-up	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_060.png	fe577d348bcf79ebef46ee0d9e5cf3bac049fbd1d5b5e6f3bba2fbb2767f5260	e3bbaa00ab7c67c39d83db143e98635225b5f722e6c9f67b08e7e2d765980694	192	208	0
61	running	work-up	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_061.png	fe577d348bcf79ebef46ee0d9e5cf3bac049fbd1d5b5e6f3bba2fbb2767f5260	e3bbaa00ab7c67c39d83db143e98635225b5f722e6c9f67b08e7e2d765980694	192	208	0
62	running	work-down	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_062.png	b8cd95ab97b856af77a0d192a507101c28cd53756c26b33c8203a2e8cbc6e66a	3a10586951a62ed681836d78f5850a8c333d0bea51b84585c20817f766806ff9	192	208	0
63	running	work-up	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_063.png	fe577d348bcf79ebef46ee0d9e5cf3bac049fbd1d5b5e6f3bba2fbb2767f5260	e3bbaa00ab7c67c39d83db143e98635225b5f722e6c9f67b08e7e2d765980694	192	208	0
64	review	canonical	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_064.png	c67e9c12b646e70bb10e4e32e22a8bec83094eb29319fdcc62221460fcfc4450	cfb50024b6b044d37a9d55f0cf995f5688a4722907cc35b7cc30a350cab7992d	192	208	0
65	review	review-glance	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_065.png	6fd18a94e82efba40f68bd57c1954e2ab346dc2129d78e6ed38f9d61c43d5970	c0a1aedeb11449492e33b79d8a459ab0eedc0de1d2c3723f840c23ceb503aa79	192	208	0
66	review	review-glance	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_066.png	6fd18a94e82efba40f68bd57c1954e2ab346dc2129d78e6ed38f9d61c43d5970	c0a1aedeb11449492e33b79d8a459ab0eedc0de1d2c3723f840c23ceb503aa79	192	208	0
67	review	blink	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_067.png	43d9fbcee86b5664d2a705f3fbf3c1da71406164312aea98a2f822618d458e23	fb144a32fb2fc5bed451398536bd18d2d617e7ff136b591a84c6575de9e939e9	192	208	0
68	review	review-glance	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_068.png	6fd18a94e82efba40f68bd57c1954e2ab346dc2129d78e6ed38f9d61c43d5970	c0a1aedeb11449492e33b79d8a459ab0eedc0de1d2c3723f840c23ceb503aa79	192	208	0
69	review	review-glance	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_069.png	6fd18a94e82efba40f68bd57c1954e2ab346dc2129d78e6ed38f9d61c43d5970	c0a1aedeb11449492e33b79d8a459ab0eedc0de1d2c3723f840c23ceb503aa79	192	208	0
70	review	canonical	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_070.png	c67e9c12b646e70bb10e4e32e22a8bec83094eb29319fdcc62221460fcfc4450	cfb50024b6b044d37a9d55f0cf995f5688a4722907cc35b7cc30a350cab7992d	192	208	0
71	review	canonical	/home/don/.codex/cache/tui-pets/frame-cache/custom-white-cat/sha256-c3a5160a10b84c0dbe0fbabe7cedadcd20b01152eed448a8e1312fcc3eb7fcfd-192x208-8x9/frames/frame_071.png	c67e9c12b646e70bb10e4e32e22a8bec83094eb29319fdcc62221460fcfc4450	cfb50024b6b044d37a9d55f0cf995f5688a4722907cc35b7cc30a350cab7992d	192	208	0
TOTAL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0
